Sl,Text,Extracted Name,Extracted Location,Extracted Organization
1222,"["", as sakakibara is known for his prominence in the currency market, was boj governor matsushita's remark.""]","['sakakibara', 'matsushita']",[],['boj']
1223,"['the recent level of the yen exchange rate has been stable, and it does not appear to be moving towards a further depreciation of the yen immediately, so import prices are likely to stabilise at current levels,']",[],[],[]
1224,['matsushita said in an interview with the nihon keizai shimbun.'],[],[],['matsushita']
1225,"['the fact that he touched on the issue of inflation triggered by import prices shows that the boj does not want a further depreciation of the yen, past 115 yen,']",[],[],['boj']
1226,"['said yasuhito kawashima, chief forex manager at toyo trust& banking co.']","['yasuhito', 'kawashima']",[],"['toyo', 'trust', '&', 'banking', 'co']"
1227,"[""some said the central bank may have been concerned a weaker yen would lead to unfounded pessimism about japan's economy.""]",[],['japan'],[]
1228,['there was concern that foreign investors may sell japanese stocks if the dollar goes above 115 yen.'],[],[],[]
1229,"[""the boj does not want the yen's weakness to lead to pessimism over the economy,""]",[],[],['boj']
1230,"['said taisuke tanaka, market strategist with credit suisse in tokyo.']","['taisuke', 'tanaka']",['tokyo'],[]
1231,"[""senior boj officials have separately said financial markets' views on the economy have been too negative.""]",[],[],['boj']
1232,"['i realise there are negative views in the markets about the impact of the consumption tax hike and drop in public spending, but the markets appear to be exaggerating the magnitude of the negative impact,']",[],[],[]
1233,['a senior boj official told reuters on friday.'],[],[],"['boj', 'reuters']"
1234,['the consumption tax is due to raised in april from three to five percent.'],[],[],[]
1235,['-docstart- lebanon sentences pro-israeli warlord to death.'],[],['lebanon'],[]
1236,"[""haitham haddadin beirut 1996-12-06 a lebanese military court on friday sentenced to death in absentia the commander of israel's surrogate militia in south lebanon on treason charges.""]",['haitham'],"['beirut', 'israel', 'south', 'lebanon']",[]
1237,"['the court convicted general antoine lahd, head of the south lebanon army( sla), of collaborating with israel with which lebanon is officially at war.']","['antoine', 'lahd']","['israel', 'lebanon']","['south', 'lebanon', 'army', 'sla']"
1238,"['lahd, a 69-year-old former lebanese army major-general, heads the 3,000-strong sla militia which helps israel hold a border zone in south lebanon to ward off cross-frontier guerrilla raids on northern israel.']",['lahd'],"['israel', 'south', 'lebanon', 'israel']",[]
1239,['lahd said a few days after the trial began on february 16 that lebanese authorities must drop the charges or risk blocking any peace deal with the jewish state.'],['lahd'],[],[]
1240,"[""he said israel was capable of pressuring lebanon's syrian-backed government to stop the legal pursuit.""]",[],"['israel', 'lebanon']",[]
1241,"[""the charges against lahd were: forming a hostile army, carrying weapons on israel's side, helping israel strip off a part of lebanese territory by violence, forming an armed gang, killing or trying to kill lebanese civilians by artillery shelling and kidnapping lebanese citizens for long periods.""]","['lebanese', 'citizens']","['israel', 'israel', 'strip', 'long', 'periods']",[]
1242,"[""shortly before lahd's trial began, a beirut military prosecutor charged another 89 former lebanese army soldiers with collaborating with israel.""]","['lahd', 'collaborating']","['beirut', 'israel']",[]
1243,"['no date has been set for the trial of the men, all members of the sla living in the israeli-held zone in south lebanon.']",[],"['south', 'lebanon']",[]
1244,"[""israel and lahd have repeatedly demanded safety guarantees for the sla -- a mixed christian-shi'ite moslem force -- which the jewish states regards as loyal allies.""]",[],['israel'],[]
1245,['israel has said the lebanese army must incorporate the sla fighters into its ranks as an army brigade as a condition for peace.'],[],['israel'],[]
1246,['but lebanese political analysts have said that would be out of the question and lebanese authorities pre-empted the issue by taking legal action against lahd.'],[],[],['lahd']
1247,"['former israeli prime minister shimon peres, calling lahd']","['shimon', 'peres']",[],[]
1248,['a great lebanese patriot'],[],[],[]
1249,"[', said earlier this year lebanon had insulted the sla commander by ordering his arrest on the treason charges.']",[],['lebanon'],[]
1250,"['peres, who was ousted in may by rightwing israeli leader benjamin netanyahu, said there could not be real negotiations with lebanon']","['peres', 'benjamin', 'netanyahu']",['lebanon'],[]
1251,['unless it will stop the maltreatment of the sla and its commanders.'],[],[],[]
1252,"['the beirut military court also sentenced to life in jail in absentia etian saqr, former head of the pro-israeli guardians of the cedars, a small rightwing christian civil war militia.']","['absentia', 'etian', 'saqr']",['beirut'],[]
1253,"[""saqr, whose trial was concurrent with lahd's, was convicted of""]","['saqr', 'lahd']",[],[]
1254,"['contacting the israeli enemy, passing information to israel and undertaking hostile acts against lebanon']",[],"['israel', 'lebanon']",[]
1255,['.'],[],[],[]
1256,['-docstart- texas/ w okla fed cattle market thin at$ 67- usda.'],[],['texas'],['usda']
1257,"['amarillo 1996-12-06 trade was slow in the panhandle area friday, usda said.']",[],[],['usda']
1258,['slaughter steers and heifers were$ 1.00'],[],[],[]
1259,['per cwt lower.'],[],[],[]
1260,['feedlots reporting moderate inquiry.'],[],[],[]
1261,"['sales reported on 8,200 head slaughter steers and 1,000 heifers; following weekly movement of 71,200 head.']",[],[],[]
1262,['note- all cattle prices based on net weights fob the feedlot after a 4 percent shrink.'],[],[],[]
1263,['slaughter steers- select and choice 2-3 1150-1200 lbs 67.00'],[],[],[]
1264,['.'],[],[],[]
1265,['slaughter heifers- select and choice 2-3 1050-1100 lbs 67.00'],[],[],[]
1266,['.'],[],[],[]
1267,"['confirmed- 9,300 week ago- none year ago- none(( chicago newsdesk 312 408 8720)) -docstart- usda daily cattle and hog slaughter- dec 6.']",[],['chicago'],['usda']
1268,"['est daily livestock slaughter under fed inspection- usda cattle calves hogs friday 12/06/96( est) 132,000 7,000 359,000 week ago( est) 130,000 6,000 346,000 year ago( act) 132,000 6,000 336,000 saturday 12/07/96( est) 38,000 0 18,000 week to date( est) 688,000 31,000 1,810,000 same period last week( est) 601,000 26,000 1,547,000 same period last year*( act) 685,000 31,000 1,914,000 1996 year to date 33,549,000 1,589,000 84,894,000 1995 year to date* 32,970,000 1,305,000 88,800,000 percent change 1.8']","['346,000', '12/07/96', '31,000', '1,810,000', '26,000', '1,547,000']",[],"['usda', '132,000', '132,000', '336,000', 'est', '38,000']"
1269,['% 21.8'],['%'],[],[]
1270,['%- 4.4'],[],[],['%']
1271,['% *1995 totals adjusted to reflect nass revisions 1996 totals are subject to revision yearly totals may not add due to rounding.'],['%'],[],[]
1272,"['previous day estimated steer and heifer cow and bull thursday 100,000 33,000 -docstart- balance- hartford, conn.']",[],[],[]
1273,"[',$ 11 mln.']",[],[],[]
1274,"[""city of hartford, connecticut re:$ 25,000,000 general obligation bonds moody's: aaa/ a1 s&p: aaa/ aa- delivery date: 12/16/1996 fsa insured maturity balance coupon list 12/15/2000 1,250m 6.25""]",[],"['hartford', 'connecticut']","['moody', ""'s"", 's&p']"
1275,['4.10'],[],[],[]
1276,['12/15/2001 575m 4.60'],[],[],[]
1277,['4.20'],[],[],[]
1278,['12/15/2003 265m 4.40'],[],[],[]
1279,['4.40'],[],[],[]
1280,['12/15/2004 625m 4.50'],[],[],[]
1281,['4.50'],[],[],[]
1282,['12/15/2005 55m 4.60'],[],[],[]
1283,['4.60'],[],[],[]
1284,['12/15/2006 145m 4.70'],[],[],[]
1285,['4.70'],[],[],[]
1286,['12/15/2007 850m 4.85'],[],[],[]
1287,['4.85'],[],[],[]
1288,"['12/15/2008 1,200m 4.95']",[],[],[]
1289,['4.95'],[],[],[]
1290,"['12/15/2009 1,240m 5.05']",[],[],[]
1291,['5.05'],[],[],[]
1292,"['12/15/2010 1,250m 5.15']",[],[],[]
1293,['5.15'],[],[],[]
1294,"['12/15/2011 1,240m 5.25']",[],[],[]
1295,['5.25'],[],[],[]
1296,"['12/15/2012 1,200m 5.25']",[],[],[]
1297,['5.30'],[],[],[]
1298,"['12/15/2013 1,135m 5.30']",[],[],[]
1299,['5.35'],[],[],[]
1300,['12/15/2014 850m 5.30'],[],[],[]
1301,['5.35'],[],[],[]
1302,"['total: 11,880m state street bank and trust company prudential securities incorporated painewebber incorporated first union capital markets corp.']",[],[],"['street', 'bank', 'prudential', 'securities', 'incorporated', 'painewebber', 'first', 'union', 'capital', 'markets', 'corp.']"
1303,['- nj -- u.s.'],['nj'],['u.s.'],[]
1304,"['municipal desk, 212-859-1650 -docstart- 14 years later, florida man dies for killing.']",[],['florida'],"['municipal', 'desk']"
1305,"['tallahassee, fla.']",[],"['tallahassee', 'fla.']",[]
1306,"['1996-12-06 fourteen years after he bludgeoned and shot a man whose trailer home he robbed in 1982, john mills jr.']","['john', 'mills', 'jr']",[],[]
1307,"["", 41, was put to death in florida's electric chair friday.""]","['electric', 'chair']",['florida'],[]
1308,"[""as glenn lawhon, a rural florida minister who is the victim's father, looked on, mills was pronounced dead at 7:13 a.m.""]","['glenn', 'lawhon']",['florida'],[]
1309,['est( 1213 gmt) for the murder of lester lawhon.'],[],[],[]
1310,"['speaking in arabic, mills made a final statement before an anonymous citizen flipped the switch that sent 2000 volts of electricity through his body, said department of corrections spokesman eugene morris, who was present at the execution.']","['eugene', 'morris']",['arabic'],"['department', 'of', 'corrections']"
1311,"['i bear witness that there is no god but allah and i bear witness that the prophet mohammed is the messenger of god,']","['mohammed', 'god']",[],[]
1312,['he quoted mills as saying.'],[],[],[]
1313,"[""prison officials said they had no record of mills' official conversion, but they said that, on may 14, 1991, he had asked that a new name, yuhanna abdullah muhammed, be added to his prison file, which is usually an indication of a conversion to islam.""]","['yuhanna', 'abdullah']",[],[]
1314,"[""mills is the 38th person to die in florida's electric chair since the u.s.""]",['chair'],"['florida', 'u.s.']",[]
1315,['supreme court reversed itself in 1976 and legalised the death penalty.'],[],[],"['supreme', 'court']"
1316,"['prison officials said mills made no special request for a last meal and did not eat the steak, fried potatoes and orange juice offered him.']",[],[],[]
1317,"['he spent thursday with family members and his spiritual adviser, morris said.']",['morris'],[],[]
1318,['mills was scheduled to die wednesday but had his sentence temporarily postponed by the florida supreme court.'],[],[],"['florida', 'supreme', 'court']"
1319,"['on thursday, the 11th circuit u.s.']",[],['u.s.'],[]
1320,['court of appeals in atlanta denied his appeal in federal court.'],[],['atlanta'],"['court', 'of', 'appeals', 'court']"
1321,"[""in march 1982, mills and accomplice michael frederick knocked on the door of lester lawhon's trailer in an attempt to rob it, police said.""]","['michael', 'frederick', 'knocked', 'lester', 'lawhon']",[],[]
1322,['lester lawhon was taken to a nearby airstrip where he was bludgeoned with a tire iron.'],['lester'],[],[]
1323,['mills then fired two shots that killed lawhon as the victim tried to run away.'],[],[],[]
1324,['frederick is serving a 347-year sentence.'],['frederick'],[],[]
1325,['-docstart- new york grain freight fixtures- dec 5.'],[],"['new', 'york']",[]
1326,"['new york 1996-12-06 mana 50,000 tonnes soybeans usg/ china 10-15/12$ 23.50']",[],"['new', 'york', 'china']",[]
1327,"['10,000/ 4,000 geepee.']",[],[],[]
1328,"['-- new york commodities desk +1 212 859 1640 -docstart- iowa-s minn fed cattle market quiet, no sales-usda.']",[],[],"['new', 'york', 'commodities', 'desk', 'iowa-s']"
1329,"[""des moines 1996-12-06 slaughter steers and heifers not tested, compared with thursday's close, usda said.""]",[],"['des', 'moines']",['usda']
1330,['trade slow.'],[],[],[]
1331,['demand and seller interest light.'],[],[],[]
1332,['offerings light.'],[],[],[]
1333,['steers- select and choice 2-4 no sales.'],[],[],[]
1334,['heifers- select and choice 2-4 no sales.'],[],[],[]
1335,['carcass basis( weight only) compared thursdays close- slaughter steers and heifers not tested.'],[],[],[]
1336,['steers- select and choice 2-4 no sales.'],[],[],[]
1337,['holstein-( weight only) select to mostly choice 2-3 1250-1400 lbs no sales.'],[],[],['holstein']
1338,['holsteins-( grade and weight) choice 2-3 1250-1450 lbs no sales select 2-3 1250-1450 lbs no sales.'],[],[],[]
1339,['heifers- select and choice 2-4 no sales.'],[],[],[]
1340,"['confirmed- none week ago- 800 year ago- 900 wk to date- none week ago- 800 year ago- 900(( chicago newsdesk 312-408-8720)) -docstart- man stole pigs, tipped strippers, gets 10 years.']","['900', 'tipped', 'strippers']",['chicago'],[]
1341,"['appleton, wis.']",[],[],[]
1342,"['1996-12-06 a farmhand used the proceeds from stolen pigs to lavish tips on dancers at strip clubs and offered one$ 3,000 to pay for breast implant surgery, authorities said friday.']",[],['strip'],[]
1343,"['in sentencing darrel voeks, 38, to a 10-year prison term on thursday, outagmie county circuit court judge dennis luebke said he was']","['darrel', 'dennis', 'luebke']",[],"['outagmie', 'county', 'circuit', 'court']"
1344,['a thief by habit.'],[],[],[]
1345,['you are self-indulgent.'],[],[],[]
1346,"['you are narcissitic,']",[],[],[]
1347,"['luebke said at the sentencing, adding voeks should pay restitution of more than$ 100,000 to the farming family who had hired him.']",['luebke'],['sentencing'],[]
1348,"['voeks, who was already on probation for prior pig thefts, pleaded that he was trying to pay bills for his ex-wife and children.']","['voeks', 'pig', 'thefts']",[],[]
1349,['but the court heard that receipts showed much of the money went to dancers at strip clubs where he was known as a big tipper.'],[],[],[]
1350,"['one stripper said voeks offered to give her$ 3,000 for breast implant surgery.']","['breast', 'implant']",[],[]
1351,['-docstart- canadian grain statistics weekly.'],[],[],[]
1352,"[""chicago, dec 6( reuter) statistics for the week ending december 1 in 000's tonnes.""]",[],"['chicago', '000']",['reuter']
1353,['- canadian grain commission visible supplies farmers deliveries curr wk yr ago curr wk yr to date yr ago wheat 4320.2'],[],[],"['wk', 'wk']"
1354,['3909.3'],[],[],[]
1355,['288.5'],[],[],[]
1356,['6278.9'],[],[],[]
1357,['5580.0'],[],[],[]
1358,['durum 1168.9'],[],[],[]
1359,['1225.0'],[],[],[]
1360,['44.3'],[],[],[]
1361,['965.3'],[],[],[]
1362,['1069.6'],[],[],[]
1363,['oats 286.5'],[],[],[]
1364,['284.6'],[],[],[]
1365,['31.9'],[],[],[]
1366,['937.3'],[],[],[]
1367,['581.2'],[],[],[]
1368,['barley 1074.0'],[],[],[]
1369,['1104.8'],[],[],[]
1370,['178.0'],[],[],[]
1371,['2531.4'],[],[],[]
1372,['1897.1'],[],[],[]
1373,['rye 44.6'],[],[],[]
1374,['86.3'],[],[],[]
1375,['2.3'],[],[],[]
1376,['108.2'],[],[],[]
1377,['119.2'],[],[],[]
1378,['flax 165.2'],[],[],[]
1379,['181.9'],[],[],[]
1380,['14.9'],[],[],[]
1381,['231.4'],[],[],[]
1382,['332.9'],[],[],[]
1383,['canola 646.6'],[],[],[]
1384,['769.4'],[],[],[]
1385,['60.5'],[],[],[]
1386,['1902.0'],[],[],[]
1387,['2147.6'],[],[],[]
1388,['corn 79.6'],[],[],[]
1389,['163.5'],[],[],[]
1390,['9.4'],[],[],[]
1391,['95.7'],[],[],[]
1392,['252.0'],[],[],[]
1393,['total 7785.8'],[],[],[]
1394,['7724.8'],[],[],[]
1395,['629.8'],[],[],[]
1396,['13050.2'],[],[],[]
1397,['11979.6'],[],[],[]
1398,['exports domestic disappearance curr wk ytd yr ago curr wk ytd yr ago wheat 387.4'],[],[],[]
1399,['4677.8'],[],[],[]
1400,['4553.6'],[],[],[]
1401,['55.2'],[],[],[]
1402,['1039.7'],[],[],[]
1403,['846.1'],[],[],[]
1404,['durum 129.0'],[],[],[]
1405,['1515.9'],[],[],[]
1406,['1220.6'],[],[],[]
1407,['4.6'],[],[],[]
1408,['75.8'],[],[],[]
1409,['73.3'],[],[],[]
1410,['oats 40.0'],[],[],[]
1411,['561.0'],[],[],[]
1412,['391.9'],[],[],[]
1413,['4.8'],[],[],[]
1414,['149.6'],[],[],[]
1415,['115.0'],[],[],[]
1416,['barley 110.8'],[],[],[]
1417,['1203.4'],[],[],[]
1418,['506.0'],[],[],[]
1419,['48.2'],[],[],[]
1420,['941.0'],[],[],[]
1421,['786.6'],[],[],[]
1422,['rye 4.1'],[],[],[]
1423,['60.7'],[],[],[]
1424,['57.9'],[],[],[]
1425,['3.0'],[],[],[]
1426,['10.7'],[],[],[]
1427,['18.9'],[],[],[]
1428,['flax 7.2'],[],[],[]
1429,['154.1'],[],[],[]
1430,['235.7'],[],[],[]
1431,['1.1'],[],[],[]
1432,['22.2'],[],[],[]
1433,['15.7'],[],[],[]
1434,['canola 47.1'],[],[],[]
1435,['988.1'],[],[],[]
1436,['1135.5'],[],[],[]
1437,['46.7'],[],[],[]
1438,['894.9'],[],[],[]
1439,['822.0'],[],[],[]
1440,['corn 4.4'],[],[],[]
1441,['15.1'],[],[],[]
1442,['87.0'],[],[],[]
1443,['0.6'],[],[],[]
1444,['22.1'],[],[],[]
1445,['11.1'],[],[],[]
1446,['total 730.0'],[],[],[]
1447,['9176.1'],[],[],[]
1448,['8188.2'],[],[],[]
1449,['164.2'],[],[],[]
1450,['3156.0'],[],[],[]
1451,['2686.7'],[],[],[]
1452,"['in addition, statistics canada indicated the following exports to the u.s.']",[],['u.s.'],['canada']
1453,"['between august and september 1996, in tonnes: oats rye flaxseed canola corn exports 29,200 17,200 7,700 100 59,400 year ago 47,000 24,300 8,700 8,200 12,200( chicago newsdesk 312 408 8720) -docstart- nymex natgas ends sharply lower on weather outlook.']",[],['chicago'],[]
1454,"[""new york 1996-12-06 nymex henry hub natgas futures settled significantly lower friday, pressured early by profit taking and driven even lower late by the national weather service's bearish six to 10 day forecast, sources said.""]",['henry'],"['new', 'york']","['natgas', 'national', 'weather', 'service']"
1455,['january ended 29.7'],[],[],[]
1456,['cents lower at$ 3.487'],[],[],[]
1457,['per million british thermal units after dipping to a low of$ 3.46'],[],[],[]
1458,['.'],[],[],[]
1459,['feb settled down 22 cents at$ 3.186'],[],[],[]
1460,['.'],[],[],[]
1461,['most others also were down.'],[],[],[]
1462,['weather forecasts have been sketchy.'],[],[],[]
1463,['now the national weather service is calling for above-normal temperatures in more than half of the u.s.'],[],['u.s.'],"['weather', 'service']"
1464,"[',']",[],[],[]
1465,['one futures trader said.'],[],[],[]
1466,"['in its forecast, the nws said it expects above-normal temperatures']",[],[],['nws']
1467,['over the lower 48 states'],[],[],[]
1468,['from december 12 through december 16.'],[],[],[]
1469,"['with more room to the downside anticipated early next week, traders said support in january was at$ 3.47']",[],[],[]
1470,"[', then$ 3.35']",[],[],[]
1471,['.'],[],[],[]
1472,['the next backstops were seen at$ 3.11'],[],[],[]
1473,['and$ 3.04'],[],[],[]
1474,"[', the low set on november 21.']",[],[],[]
1475,['resistance was pegged at the new contract high of$ 3.80'],[],[],[]
1476,['.'],[],[],[]
1477,"['in the cash market, gulf coast prices were around$ 3.60']",[],['gulf'],[]
1478,['shortly before nomination deadlines.'],[],[],[]
1479,['midcontinent prices were similarly lower in the$ 3.40s.'],[],[],[]
1480,['new york city gate gas slipped into the$ 4.40s'],[],"['new', 'york', 'city']",[]
1481,"[', down almost 15 cents.']",[],[],[]
1482,"[""nymex said an estimated 35,662 hub contracts traded, down from thursday's revised tally of 43,955.""]",['nymex'],[],[]
1483,"['nymex alberta natgas remained untraded, with january settling at$ 1.65']",[],['alberta'],[]
1484,"[', off 10 cents from thursday.']",[],[],[]
1485,['physical prices for the weekend at the aeco storage hub were also down about 10 cents in the c$ 1.92-1.97'],[],[],[]
1486,"['per gigajoule, or$ 1.52-1.56']",[],[],[]
1487,"['per mmbtu range, pressured by unseasonably mild weather in western canada.']",[],"['western', 'canada']",[]
1488,"['nymex permian natgas, also untraded, ended 10 cents lower at$ 2.90']","['nymex', 'permian', 'natgas']",[],[]
1489,['.'],[],[],[]
1490,"['in congruence with futures, permian cash prices for the weekend fell more than 10 cents to the high-$ 3.40s.']",[],[],[]
1491,"['on the kcbt, january finished 26.5']",[],[],[]
1492,['cents lower at$ 3.35'],[],[],[]
1493,['after dipping to a low of$ 3.33'],[],[],[]
1494,['earlier in the session.'],[],[],[]
1495,"['february was down 22 cents at the close, while other deferreds were 4.5']",[],[],[]
1496,['to nine cents lower.'],[],[],[]
1497,['the east/ west spread narrowed by 3.2'],[],['west'],[]
1498,['cents to 13.7'],[],[],[]
1499,['cents( nymex premium).'],[],[],[]
1500,['physical prices at waha for the weekend lost more than 15 cents to the low-to-mid$ 3.50s'],[],[],[]
1501,['as milder weather moved into the southwest.'],[],[],[]
1502,"['-- h mcculloch, new york power desk +212-859-1628 -docstart- u.s.']","['h', 'mcculloch']",['u.s.'],"['new', 'york', 'power', 'desk']"
1503,['barges lightly quoted on call session.'],[],[],[]
1504,['st.'],[],['st.'],[]
1505,['louis 1996-12-06 u.s.'],['louis'],['u.s.'],[]
1506,['barge rates were lightly quoted friday on the st.'],[],[],['st.']
1507,['louis merchants exchange call session.'],['merchants'],[],['louis']
1508,['no barges traded versus no trades thursday.'],[],[],[]
1509,"['- two barges next week illinois bid at a steady 130 percent of tariff, offered at 135 percent.']",[],['illinois'],[]
1510,"['- one barge, week of december 15, lower ohio bid 2-1/2 points higher at 105 percent, no offer.']",[],['ohio'],[]
1511,"['two barges, week of january 5, illinois, offered five points lower at 195 percent, bid at 150 percent.']",[],['illinois'],[]
1512,"['- five barges, 30-day open, mid-mississippi( mcgregor and south) bid at 160 percent, offered at 170 percent, no comparisons.']",[],[],[]
1513,"['- 36 barges, two each week may-august, illinois, offered at 130 percent of tariff, no bid or comparison.']",[],"['may-august', 'illinois']",[]
1514,"['- 36 barges, two each week may-august, mid-mississippi offered at a steady 135 percent, bid at 120 percent( basis one each week).']",[],[],[]
1515,['-- chicago newsdesk 312-408 8720 -docstart- cbot grain/ oilseed receipts and shipments.'],[],['chicago'],[]
1516,"['chicago 1996-12-06 grain and soybean receipts and shipments, in bushels, at delivery locations for the previous trading day, according to the chicago board of trade- receipts shipments wheat chicago 0 0 st.']",[],"['chicago', 'bushels', 'chicago']","['chicago', 'board', 'of', 'shipments', 'st.']"
1517,"['louis 21,346 0 toledo 61,514 0 corn chicago 78,056 0 st.']",[],[],"['louis', '21,346', 'toledo', '61,514', 'chicago', 'st.']"
1518,"['louis 217,092 75,810 toledo 285,505 561,287 oats chicago 0 0 minneapolis 306,364 153,231 soybeans chicago 8,674 484,018 st.']",['oats'],"['chicago', 'st.']","['louis', '217,092', '75,810', 'toledo', '285,505', '561,287', 'minneapolis', 'chicago']"
1519,"['louis 253,821 223,172 toledo 64,334 160,476(( chicago newsdesk 312-408-8720)) -docstart- clinton to have more news conferences in 2nd term.']","['toledo', '64,334', '160,476', 'clinton']",['chicago'],"['louis', '253,821', '223,172']"
1520,['washington 1996-12-06 president clinton aims to hold more news conferences in his second term and will have one dec.'],['clinton'],['washington'],[]
1521,"['13, the white house said friday.']",[],[],"['white', 'house']"
1522,"['the president had only two formal, full-blown news conferences last year, one in january and one after he won re-election in november, although he had various other limited sessions with the press.']",[],[],[]
1523,['white house spokesman mike mccurry said clinton'],"['mike', 'mccurry', 'clinton']","['white', 'house']",[]
1524,['plans to have regular news conferences'],[],[],[]
1525,['during his second term.'],[],[],[]
1526,"['but when asked how frequent these would be, he was evasive, saying,']",[],[],[]
1527,"['periodic, occasional.']",[],[],[]
1528,['he enjoys the give and take'],[],[],[]
1529,"['with reporters, the spokesman added.']",[],[],[]
1530,['-docstart- action performance to acquire firms.'],[],[],[]
1531,"['tempe, ariz.']",[],[],[]
1532,['1996-12-06 action performance cos inc said friday it has agreed to acquire motorsport traditions ltd and creative marketing& promotions inc for about$ 13 million in cash and stock.'],[],[],"['action', 'performance', 'cos', 'inc', 'motorsport', 'traditions', 'ltd', 'promotions', 'inc']"
1533,"['the two firms to be acquired have about$ 25 million in annual revenues from the design, manufacture and sale and distribution of licensed motorsports products.']",[],['design'],[]
1534,['the deal is expected to close by the end of the year subject to due diligence and other customary closing conditions.'],[],[],[]
1535,"['-docstart- half of dog bites provoked, says american vet.']","['bites', 'provoked']",[],[]
1536,"['chicago 1996-12-06 as many as 1 million dog bites are recorded in the united states every year and half of them are provoked by humans, a veterinarian told fellow animal doctors on friday.']",['bites'],"['chicago', 'united', 'states']",[]
1537,"['the humane society of the united states estimates that between 500,000 and one million bites are delivered by dogs each year, more than half of which are suffered by children.']",[],"['united', 'states', '500,000']","['humane', 'society']"
1538,"['most bites can be prevented by teaching children how to respect a dog,']",[],[],[]
1539,"['michael cornwell of the glencoe animal hospital in columbus, ohio, told the annual meeting of the american veterinary medical association.']","['michael', 'cornwell']","['glencoe', 'columbus', 'ohio']","['medical', 'association']"
1540,"[""let's not let our kids jump on them or crawl on them.""]",[],[],[]
1541,"[""dogs and children do n't have to have an interaction.""]",[],[],[]
1542,"[""let's respect their territories,""]",[],[],[]
1543,['he said.'],[],[],[]
1544,['cornwell said 50 percent of reported bites were provoked by a person and 60 percent were suffered by children.'],['cornwell'],[],[]
1545,['he also estimated that only 25 percent of bites were reported because medical attention was not needed.'],[],[],['bites']
1546,"['don rieck, president of the national animal control association, said aggressiveness in dogs was related more to gender than breed and a male dog that had not been neutered was three times more likely to bite than an unspayed female.']","['don', 'rieck']",[],"['national', 'animal', 'control', 'association']"
1547,"['the five breeds credited with the most incidents were chow chows, rottweilers, german shepherds, cocker spaniels and dalmatians.']","['cocker', 'spaniels']",[],[]
1548,['the trends in dog bites by particular breeds have more to do with fad pets owned by individuals who need to have something unique.'],[],[],[]
1549,"['speaking strictly of dogs, 15 years ago the macho fad pet was a doberman.']",[],[],[]
1550,"['today, rottweilers are on the way up,']",[],[],[]
1551,['rieck said.'],['rieck'],[],[]
1552,"['if approached by a stray dog, children should be taught to stand still with fists folded underneath the neck, elbows in, and gaze forward until the dog goes away.']",[],[],[]
1553,['-docstart- iowa-s minn feedlot cattle market not tested- usda.'],[],[],['usda']
1554,"[""des moines 1996-12-06 steers and heifers were not tested, compared with thursday's close, usda said.""]","['1996-12-06', 'steers']",['des'],['usda']
1555,['reported sales for fri- none.'],[],[],[]
1556,['week to date- none.'],[],[],[]
1557,['(( chicago newsdesk 312-408-8720)) -docstart- nebraska fed cattle roundup- usda.'],[],['chicago'],['usda']
1558,['omaha 1996-12-06 slaughter steers and heifers were not established thursday.'],['omaha'],[],[]
1559,['demand limited.'],[],[],[]
1560,['seller interest light.'],[],[],[]
1561,"['- usda thursday 200 last week holiday last year n/ a week to date 3,500 sm pd lst wk 800 sm pd lst yr n/ a dressed basis delivered not well tested.']",[],[],['usda']
1562,"['dressed basis steers: few select and choice 2-3, 1200-1300 lbs 112.00']",[],[],[]
1563,['; load early 114.00'],[],[],[]
1564,['.'],[],[],[]
1565,"['dressed basis heifers: few select and choice 2-3, 1100-1200 lbs 112.00']",[],[],[]
1566,['.'],[],[],[]
1567,['-docstart- four africans said to vie for top u.n.'],[],[],['u.n.']
1568,['post.'],[],[],[]
1569,['evelyn leopold united nations 1996-12-06 four african states are ready to nominate candidates for the post of u.n.'],[],[],"['united', 'nations', 'u.n.']"
1570,['secretary-general on friday now that boutros boutros-ghali has temporarily put aside his bid for re-election.'],"['boutros', 'boutros-ghali']",[],[]
1571,"['the nominees, according to diplomats, are: kofi annan of ghana, the u.n.']",[],[],['u.n.']
1572,"['undersecretary-general for peacekeeping; ahmedou ould abdallah of mauritania, the former u.n.']","['ahmedou', 'ould']",['mauritania'],['u.n.']
1573,"['special envoy for burundi; amara essy of the ivory coast, its foreign minister and the u.n.']","['amara', 'essy']","['burundi', 'ivory', 'coast']",['u.n.']
1574,"['general assembly president in 1994-95; and hamid algabid of niger, the secretary-general of the organisation of the islamic conference.']","['1994-95', 'hamid', 'algabid', 'niger']",[],"['general', 'assembly', 'organisation', 'of', 'the', 'islamic', 'conference']"
1575,['representatives of the u.n.'],[],[],['u.n.']
1576,"['missions of ghana, the ivory coast, mauritania and niger have scheduled a meeting with security council president paolo fulci of italy to hand in the nominations in writing, the envoys said.']","['paolo', 'fulci']","['ghana', 'ivory', 'coast', 'mauritania', 'italy']","['security', 'council']"
1577,['it was not known if other candidates would step forward.'],[],[],[]
1578,"['diplomats said general joseph garba of nigeria, a u.n.']","['joseph', 'garba']",['nigeria'],['u.n.']
1579,"['general assembly president in 1989-90, was putting forth his own candidacy without being nominated by his country.']",['1989-90'],[],"['general', 'assembly']"
1580,['boutros-ghali on wednesday opened the door for other africans to contest his job by saying he was suspending temporarily his candidacy but was not withdrawing completely from the race.'],[],['boutros-ghali'],[]
